text,date,article_link
Turkish Airlines cancels 208 flights due to bad weather,"Feb 17, 2015",https://www.dailysabah.com/turkey/2015/02/17/turkish-airlines-cancels-208-flights-due-to-bad-weather
Heavy snow forces schools to close across Turkey,"Feb 18, 2015",https://www.dailysabah.com/turkey/2015/02/18/heavy-snow-forces-schools-to-close-across-turkey
Regional airlines merge as Somali airspace draws competition,"Feb 18, 2015",https://www.dailysabah.com/business/2015/02/18/regional-airlines-merge-as-somali-airspace-draws-competition
Turkish Airlines cancels all domestic flights due to heavy snowfall,"Feb 19, 2015",https://www.dailysabah.com/turkey/2015/02/19/turkish-airlines-cancels-all-domestic-flights-due-to-heavy-snowfall
"PM: Inclusiveness, sustainability key for Turkey’s success","Feb 19, 2015",https://www.dailysabah.com/politics/2015/02/19/pm-inclusiveness-sustainability-key-for-turkeys-success
"Failing to curb flow to ISIS, Britain turns to Turkey","Feb 23, 2015",https://www.dailysabah.com/turkey/2015/02/23/failing-to-curb-flow-to-isis-britain-turns-to-turkey
UK police believe three missing teenage girls have entered Syria,"Feb 24, 2015",https://www.dailysabah.com/mideast/2015/02/24/uk-police-believe-three-missing-teenage-girls-have-entered-syria
Turkish teams vs Turkish teams in European arena,"Feb 25, 2015",https://www.dailysabah.com/basketball/2015/02/25/turkish-teams-vs-turkish-teams-in-european-arena
Turkish Airlines 2014 net profit jumps 166 percent,"Feb 25, 2015",https://www.dailysabah.com/business/2015/02/25/turkish-airlines-2014-net-profit-jumps-166-percent
"Turkish, British row over ISIS heats up","Feb 27, 2015",https://www.dailysabah.com/turkey/2015/02/27/turkish-british-row-over-isis-heats-up
UK teens went to Syria via Turkey's southeastern Urfa province,"Mar 01, 2015",https://www.dailysabah.com/turkey/2015/03/01/uk-teens-went-to-syria-via-turkeys-southeastern-urfa-province
THY to increase flight routes,"Mar 01, 2015",https://www.dailysabah.com/business/2015/03/01/thy-to-increase-flight-routes
Turkey's NASA ready to launch,"Mar 03, 2015",https://www.dailysabah.com/business/2015/03/03/turkeys-nasa-ready-to-launch
Turkish jetliner skids off on runway in Nepal,"Mar 04, 2015",https://www.dailysabah.com/turkey/2015/03/04/turkish-jetliner-skids-off-on-runway-in-nepal
The year of cementing Turkey's global outreach,"Mar 06, 2015",https://www.dailysabah.com/op-ed/2015/03/06/the-year-of-cementing-turkeys-global-outreach
Rescue operation of Turkish plane becomes a long-winded story,"Mar 07, 2015",https://www.dailysabah.com/world/2015/03/07/rescue-operation-of-turkish-plane-becomes-a-longwinded-story
Born in air and working in air,"Mar 09, 2015",https://www.dailysabah.com/turkey/2015/03/09/born-in-air-and-working-in-air
Cold spell to hang over Turkey throughout the week,"Feb 16, 2015",https://www.dailysabah.com/turkey/2015/02/16/cold-spell-to-hang-over-turkey-throughout-the-week
"Turkey, Pakistan join forces against terrorism","Feb 17, 2015",https://www.dailysabah.com/politics/2015/02/17/turkey-pakistan-join-forces-against-terrorism
Turkish Airlines cancels 208 flights due to bad weather,"Feb 17, 2015",https://www.dailysabah.com/turkey/2015/02/17/turkish-airlines-cancels-208-flights-due-to-bad-weather
Heavy snow forces schools to close across Turkey,"Feb 18, 2015",https://www.dailysabah.com/turkey/2015/02/18/heavy-snow-forces-schools-to-close-across-turkey
Regional airlines merge as Somali airspace draws competition,"Feb 18, 2015",https://www.dailysabah.com/business/2015/02/18/regional-airlines-merge-as-somali-airspace-draws-competition
Turkish Airlines cancels all domestic flights due to heavy snowfall,"Feb 19, 2015",https://www.dailysabah.com/turkey/2015/02/19/turkish-airlines-cancels-all-domestic-flights-due-to-heavy-snowfall
"PM: Inclusiveness, sustainability key for Turkey’s success","Feb 19, 2015",https://www.dailysabah.com/politics/2015/02/19/pm-inclusiveness-sustainability-key-for-turkeys-success
"Failing to curb flow to ISIS, Britain turns to Turkey","Feb 23, 2015",https://www.dailysabah.com/turkey/2015/02/23/failing-to-curb-flow-to-isis-britain-turns-to-turkey
UK police believe three missing teenage girls have entered Syria,"Feb 24, 2015",https://www.dailysabah.com/mideast/2015/02/24/uk-police-believe-three-missing-teenage-girls-have-entered-syria
Turkish teams vs Turkish teams in European arena,"Feb 25, 2015",https://www.dailysabah.com/basketball/2015/02/25/turkish-teams-vs-turkish-teams-in-european-arena
Turkish Airlines 2014 net profit jumps 166 percent,"Feb 25, 2015",https://www.dailysabah.com/business/2015/02/25/turkish-airlines-2014-net-profit-jumps-166-percent
"Turkish, British row over ISIS heats up","Feb 27, 2015",https://www.dailysabah.com/turkey/2015/02/27/turkish-british-row-over-isis-heats-up
UK teens went to Syria via Turkey's southeastern Urfa province,"Mar 01, 2015",https://www.dailysabah.com/turkey/2015/03/01/uk-teens-went-to-syria-via-turkeys-southeastern-urfa-province
THY to increase flight routes,"Mar 01, 2015",https://www.dailysabah.com/business/2015/03/01/thy-to-increase-flight-routes
Turkey's NASA ready to launch,"Mar 03, 2015",https://www.dailysabah.com/business/2015/03/03/turkeys-nasa-ready-to-launch
Turkish jetliner skids off on runway in Nepal,"Mar 04, 2015",https://www.dailysabah.com/turkey/2015/03/04/turkish-jetliner-skids-off-on-runway-in-nepal
The year of cementing Turkey's global outreach,"Mar 06, 2015",https://www.dailysabah.com/op-ed/2015/03/06/the-year-of-cementing-turkeys-global-outreach
Rescue operation of Turkish plane becomes a long-winded story,"Mar 07, 2015",https://www.dailysabah.com/world/2015/03/07/rescue-operation-of-turkish-plane-becomes-a-longwinded-story
Born in air and working in air,"Mar 09, 2015",https://www.dailysabah.com/turkey/2015/03/09/born-in-air-and-working-in-air
Turkish Airlines to decide between Airbus A380 and Boeing 747-8I,"Mar 11, 2015",https://www.dailysabah.com/economy/2015/03/11/turkish-airlines-to-decide-between-airbus-a380-and-boeing-7478i
Suspected spy from Canadian intelligence assists British girls join ISIS,"Mar 12, 2015",https://www.dailysabah.com/politics/2015/03/12/suspected-spy-from-canadian-intelligence-assists-british-girls-join-isis
Video shows UK girls being aided in joining ISIS by Canadian spy,"Mar 13, 2015",https://www.dailysabah.com/investigations/2015/03/13/video-shows-uk-girls-being-aided-in-joining-isis-by-canadian-spy
Turkish Foreign Minister pays first time visit to Cambodia,"Mar 16, 2015",https://www.dailysabah.com/diplomacy/2015/03/16/turkish-foreign-minister-pays-first-time-visit-to-cambodia
THY signs code sharing deal with Azeri carrier,"Mar 16, 2015",https://www.dailysabah.com/business/2015/03/16/thy-signs-code-sharing-deal-with-azeri-carrier
Turkish Airlines cancels all domestic flights due to heavy snowfall,"Feb 19, 2015",https://www.dailysabah.com/turkey/2015/02/19/turkish-airlines-cancels-all-domestic-flights-due-to-heavy-snowfall
"PM: Inclusiveness, sustainability key for Turkey’s success","Feb 19, 2015",https://www.dailysabah.com/politics/2015/02/19/pm-inclusiveness-sustainability-key-for-turkeys-success
"Failing to curb flow to ISIS, Britain turns to Turkey","Feb 23, 2015",https://www.dailysabah.com/turkey/2015/02/23/failing-to-curb-flow-to-isis-britain-turns-to-turkey
UK police believe three missing teenage girls have entered Syria,"Feb 24, 2015",https://www.dailysabah.com/mideast/2015/02/24/uk-police-believe-three-missing-teenage-girls-have-entered-syria
Turkish teams vs Turkish teams in European arena,"Feb 25, 2015",https://www.dailysabah.com/basketball/2015/02/25/turkish-teams-vs-turkish-teams-in-european-arena
Turkish Airlines 2014 net profit jumps 166 percent,"Feb 25, 2015",https://www.dailysabah.com/business/2015/02/25/turkish-airlines-2014-net-profit-jumps-166-percent
"Turkish, British row over ISIS heats up","Feb 27, 2015",https://www.dailysabah.com/turkey/2015/02/27/turkish-british-row-over-isis-heats-up
UK teens went to Syria via Turkey's southeastern Urfa province,"Mar 01, 2015",https://www.dailysabah.com/turkey/2015/03/01/uk-teens-went-to-syria-via-turkeys-southeastern-urfa-province
THY to increase flight routes,"Mar 01, 2015",https://www.dailysabah.com/business/2015/03/01/thy-to-increase-flight-routes
Turkey's NASA ready to launch,"Mar 03, 2015",https://www.dailysabah.com/business/2015/03/03/turkeys-nasa-ready-to-launch
Turkish jetliner skids off on runway in Nepal,"Mar 04, 2015",https://www.dailysabah.com/turkey/2015/03/04/turkish-jetliner-skids-off-on-runway-in-nepal
The year of cementing Turkey's global outreach,"Mar 06, 2015",https://www.dailysabah.com/op-ed/2015/03/06/the-year-of-cementing-turkeys-global-outreach
Rescue operation of Turkish plane becomes a long-winded story,"Mar 07, 2015",https://www.dailysabah.com/world/2015/03/07/rescue-operation-of-turkish-plane-becomes-a-longwinded-story
Born in air and working in air,"Mar 09, 2015",https://www.dailysabah.com/turkey/2015/03/09/born-in-air-and-working-in-air
Turkish Airlines to decide between Airbus A380 and Boeing 747-8I,"Mar 11, 2015",https://www.dailysabah.com/economy/2015/03/11/turkish-airlines-to-decide-between-airbus-a380-and-boeing-7478i
Suspected spy from Canadian intelligence assists British girls join ISIS,"Mar 12, 2015",https://www.dailysabah.com/politics/2015/03/12/suspected-spy-from-canadian-intelligence-assists-british-girls-join-isis
Video shows UK girls being aided in joining ISIS by Canadian spy,"Mar 13, 2015",https://www.dailysabah.com/investigations/2015/03/13/video-shows-uk-girls-being-aided-in-joining-isis-by-canadian-spy
Turkish Foreign Minister pays first time visit to Cambodia,"Mar 16, 2015",https://www.dailysabah.com/diplomacy/2015/03/16/turkish-foreign-minister-pays-first-time-visit-to-cambodia
THY signs code sharing deal with Azeri carrier,"Mar 16, 2015",https://www.dailysabah.com/business/2015/03/16/thy-signs-code-sharing-deal-with-azeri-carrier
Leyla Erbil: Influences on the modern reader and Turkish literature,"Mar 18, 2015",https://www.dailysabah.com/arts-culture/2015/03/18/leyla-erbil-influences-on-the-modern-reader-and-turkish-literature
Ebola themed photo recieves 'Photo of the Year 2014' in Istanbul Photo Awards,"Mar 18, 2015",https://www.dailysabah.com/life/2015/03/18/ebola-themed-photo-recieves-photo-of-the-year-2014-in-istanbul-photo-awards
Turkish Airlines to recruit 600 pilots,"Mar 23, 2015",https://www.dailysabah.com/business/2015/03/23/turkish-airlines-to-recruit-600-pilots
THY becomes Macedonian basketball sponsor,"Mar 25, 2015",https://www.dailysabah.com/business/2015/03/25/thy-becomes-macedonian-basketball-sponsor
"British MP: Syria-bound teens UK's problem, not Turkey's","Mar 26, 2015",https://www.dailysabah.com/europe/2015/03/26/british-mp-syriabound-teens-uks-problem-not-turkeys
Turkish Airlines 2014 net profit jumps 166 percent,"Feb 25, 2015",https://www.dailysabah.com/business/2015/02/25/turkish-airlines-2014-net-profit-jumps-166-percent
"Turkish, British row over ISIS heats up","Feb 27, 2015",https://www.dailysabah.com/turkey/2015/02/27/turkish-british-row-over-isis-heats-up
UK teens went to Syria via Turkey's southeastern Urfa province,"Mar 01, 2015",https://www.dailysabah.com/turkey/2015/03/01/uk-teens-went-to-syria-via-turkeys-southeastern-urfa-province
THY to increase flight routes,"Mar 01, 2015",https://www.dailysabah.com/business/2015/03/01/thy-to-increase-flight-routes
Turkey's NASA ready to launch,"Mar 03, 2015",https://www.dailysabah.com/business/2015/03/03/turkeys-nasa-ready-to-launch
Turkish jetliner skids off on runway in Nepal,"Mar 04, 2015",https://www.dailysabah.com/turkey/2015/03/04/turkish-jetliner-skids-off-on-runway-in-nepal
The year of cementing Turkey's global outreach,"Mar 06, 2015",https://www.dailysabah.com/op-ed/2015/03/06/the-year-of-cementing-turkeys-global-outreach
Rescue operation of Turkish plane becomes a long-winded story,"Mar 07, 2015",https://www.dailysabah.com/world/2015/03/07/rescue-operation-of-turkish-plane-becomes-a-longwinded-story
Born in air and working in air,"Mar 09, 2015",https://www.dailysabah.com/turkey/2015/03/09/born-in-air-and-working-in-air
Turkish Airlines to decide between Airbus A380 and Boeing 747-8I,"Mar 11, 2015",https://www.dailysabah.com/economy/2015/03/11/turkish-airlines-to-decide-between-airbus-a380-and-boeing-7478i
Suspected spy from Canadian intelligence assists British girls join ISIS,"Mar 12, 2015",https://www.dailysabah.com/politics/2015/03/12/suspected-spy-from-canadian-intelligence-assists-british-girls-join-isis
Video shows UK girls being aided in joining ISIS by Canadian spy,"Mar 13, 2015",https://www.dailysabah.com/investigations/2015/03/13/video-shows-uk-girls-being-aided-in-joining-isis-by-canadian-spy
Turkish Foreign Minister pays first time visit to Cambodia,"Mar 16, 2015",https://www.dailysabah.com/diplomacy/2015/03/16/turkish-foreign-minister-pays-first-time-visit-to-cambodia
THY signs code sharing deal with Azeri carrier,"Mar 16, 2015",https://www.dailysabah.com/business/2015/03/16/thy-signs-code-sharing-deal-with-azeri-carrier
Leyla Erbil: Influences on the modern reader and Turkish literature,"Mar 18, 2015",https://www.dailysabah.com/arts-culture/2015/03/18/leyla-erbil-influences-on-the-modern-reader-and-turkish-literature
Ebola themed photo recieves 'Photo of the Year 2014' in Istanbul Photo Awards,"Mar 18, 2015",https://www.dailysabah.com/life/2015/03/18/ebola-themed-photo-recieves-photo-of-the-year-2014-in-istanbul-photo-awards
Turkish Airlines to recruit 600 pilots,"Mar 23, 2015",https://www.dailysabah.com/business/2015/03/23/turkish-airlines-to-recruit-600-pilots
THY becomes Macedonian basketball sponsor,"Mar 25, 2015",https://www.dailysabah.com/business/2015/03/25/thy-becomes-macedonian-basketball-sponsor
"British MP: Syria-bound teens UK's problem, not Turkey's","Mar 26, 2015",https://www.dailysabah.com/europe/2015/03/26/british-mp-syriabound-teens-uks-problem-not-turkeys
Turkish Foreign Minister: No military aid for Saudi intervention in Yemen,"Mar 27, 2015",https://www.dailysabah.com/diplomacy/2015/03/27/turkish-foreign-minister-no-military-aid-for-saudi-intervention-in-yemen
Turkish Airlines aircraft makes emergency landing in Morocco due to bomb threat,"Mar 30, 2015",https://www.dailysabah.com/turkey/2015/03/30/turkish-airlines-aircraft-makes-emergency-landing-in-morocco-due-to-bomb-threat
World's best lady golfers to meet in Turkey,"Apr 02, 2015",https://www.dailysabah.com/sports/2015/04/02/worlds-best-lady-golfers-to-meet-in-turkey
Turkish Navy evacuates 55 Turkish citizens from Yemen,"Apr 04, 2015",https://www.dailysabah.com/politics/2015/04/04/turkish-navy-evacuates-55-turkish-citizens-from-yemen
"Turkey evacuates 185 Turkish, 45 foreign nationals from Yemen","Apr 05, 2015",https://www.dailysabah.com/turkey/2015/04/05/turkey-evacuates-185-turkish-45-foreign-nationals-from-yemen
Portuguese PM supports Turkey's EU accession,"Mar 04, 2015",https://www.dailysabah.com/eu-affairs/2015/03/04/portuguese-pm-supports-turkeys-eu-accession
Alpaytac receives award for work with THY,"Mar 05, 2015",https://www.dailysabah.com/business/2015/03/05/alpaytac-receives-award-for-work-with-thy
"On-time flight performances announced, Izmir on top of the list","Mar 06, 2015",https://www.dailysabah.com/business/2015/03/06/ontime-flight-performances-announced-izmir-on-top-of-the-list
Ottoman costumes on display at Cambridge show,"Mar 07, 2015",https://www.dailysabah.com/life/2015/03/07/ottoman-costumes-on-display-at-cambridge-show
"Turkish tourism hit by Russia's recession, hotel prices slashed","Mar 09, 2015",https://www.dailysabah.com/tourism/2015/03/09/turkish-tourism-hit-by-russias-recession-hotel-prices-slashed
Experts support entrance of Russian tourists with ID,"Mar 11, 2015",https://www.dailysabah.com/travel/2015/03/11/experts-support-entrance-of-russian-tourists-with-id
Turkish Airlines to launch direct flight to San Francisco,"Mar 13, 2015",https://www.dailysabah.com/business/2015/03/13/turkish-airlines-to-launch-direct-flight-to-san-francisco
"Finnish envoy: Turkey’s accession would enrich the EU culturally, economically, politically","Mar 16, 2015",https://www.dailysabah.com/diplomacy/2015/03/16/finnish-envoy-turkeys-accession-would-enrich-the-eu-culturally-economically-politically
Daily Sabah Centre for Policy Studies to hold its first panel in London,"Mar 16, 2015",https://www.dailysabah.com/politics/2015/03/16/daily-sabah-centre-for-policy-studies-to-hold-its-first-panel-in-london
Number of THY passengers passes 8M mark,"Mar 17, 2015",https://www.dailysabah.com/business/2015/03/17/number-of-thy-passengers-passes-8m-mark
Turkish Airlines flight disrupted by hoax bomb alert,"Mar 18, 2015",https://www.dailysabah.com/turkey/2015/03/18/turkish-airlines-flight-disrupted-by-hoax-bomb-alert
Turkish model in Somalia focus of Daily Sabah's London panel,"Mar 22, 2015",https://www.dailysabah.com/politics/2015/03/22/turkish-model-in-somalia-focus-of-daily-sabahs-london-panel
Turkish Airlines to sponsor UEFA Champions League,"Mar 24, 2015",https://www.dailysabah.com/business/2015/03/24/turkish-airlines-to-sponsor-uefa-champions-league
"Germanwings pilots mourn for victims, refuse to fly","Mar 25, 2015",https://www.dailysabah.com/europe/2015/03/25/germanwings-pilots-mourn-for-victims-refuse-to-fly
Messi and Jose revealed as top earners in football,"Mar 27, 2015",https://www.dailysabah.com/football/2015/03/27/messi-and-jose-revealed-as-top-earners-in-football
Turkish Airlines to pay €150 million for UEFA sponsorship,"Mar 29, 2015",https://www.dailysabah.com/business/2015/03/29/turkish-airlines-to-pay-150-million-for-uefa-sponsorship
Turkish Airlines plane returns to Istanbul after third bomb threat in four days,"Apr 01, 2015",https://www.dailysabah.com/turkey/2015/04/01/turkish-airlines-plane-returns-to-istanbul-after-third-bomb-threat-in-four-days
Turkey evacuates 55 citizens from Yemen,"Apr 03, 2015",https://www.dailysabah.com/politics/2015/04/03/turkey-evacuates-55-citizens-from-yemen
"185 Turkish, 45 foreign nationals evacuated from Yemen arrive in Istanbul","Apr 05, 2015",https://www.dailysabah.com/politics/2015/04/05/185-turkish-45-foreign-nationals-evacuated-from-yemen-arrive-in-istanbul
"Chairman of Turkish Airlines Hamdi Topçu resigns, İlker Aycı assigned as new chairman","Apr 06, 2015",https://www.dailysabah.com/turkey/2015/04/06/chairman-of-turkish-airlines-hamdi-topcu-resigns-ilker-ayci-assigned-as-new-chairman
Turan's cockpit visit causes trouble for flight crew,"Apr 07, 2015",https://www.dailysabah.com/football/2015/04/07/turans-cockpit-visit-causes-trouble-for-flight-crew
Turkish Airlines flight makes emergency landing in Germany due to cracked window,"Apr 08, 2015",https://www.dailysabah.com/turkey/2015/04/08/turkish-airlines-flight-makes-emergency-landing-in-germany-due-to-cracked-window
The possible limits of the Turkish diaspora,"Apr 14, 2015",https://www.dailysabah.com/op-ed/2015/04/14/the-possible-limits-of-the-turkish-diaspora
Turkish Airlines cancels flights to Yemen until June 1 due to political unrest,"Apr 15, 2015",https://www.dailysabah.com/turkey/2015/04/15/turkish-airlines-cancels-flights-to-yemen-until-june-1-due-to-political-unrest
THY CEO suggests pilots get married to avoid depression,"Apr 17, 2015",https://www.dailysabah.com/life/2015/04/17/thy-ceo-suggests-pilots-get-married-to-avoid-depression
Turkish Airlines to decide between Airbus A380 and Boeing 747-8I,"Mar 11, 2015",https://www.dailysabah.com/economy/2015/03/11/turkish-airlines-to-decide-between-airbus-a380-and-boeing-7478i
Suspected spy from Canadian intelligence assists British girls join ISIS,"Mar 12, 2015",https://www.dailysabah.com/politics/2015/03/12/suspected-spy-from-canadian-intelligence-assists-british-girls-join-isis
Video shows UK girls being aided in joining ISIS by Canadian spy,"Mar 13, 2015",https://www.dailysabah.com/investigations/2015/03/13/video-shows-uk-girls-being-aided-in-joining-isis-by-canadian-spy
Turkish Foreign Minister pays first time visit to Cambodia,"Mar 16, 2015",https://www.dailysabah.com/diplomacy/2015/03/16/turkish-foreign-minister-pays-first-time-visit-to-cambodia
THY signs code sharing deal with Azeri carrier,"Mar 16, 2015",https://www.dailysabah.com/business/2015/03/16/thy-signs-code-sharing-deal-with-azeri-carrier
Leyla Erbil: Influences on the modern reader and Turkish literature,"Mar 18, 2015",https://www.dailysabah.com/arts-culture/2015/03/18/leyla-erbil-influences-on-the-modern-reader-and-turkish-literature
Ebola themed photo recieves 'Photo of the Year 2014' in Istanbul Photo Awards,"Mar 18, 2015",https://www.dailysabah.com/life/2015/03/18/ebola-themed-photo-recieves-photo-of-the-year-2014-in-istanbul-photo-awards
Turkish Airlines to recruit 600 pilots,"Mar 23, 2015",https://www.dailysabah.com/business/2015/03/23/turkish-airlines-to-recruit-600-pilots
THY becomes Macedonian basketball sponsor,"Mar 25, 2015",https://www.dailysabah.com/business/2015/03/25/thy-becomes-macedonian-basketball-sponsor
"British MP: Syria-bound teens UK's problem, not Turkey's","Mar 26, 2015",https://www.dailysabah.com/europe/2015/03/26/british-mp-syriabound-teens-uks-problem-not-turkeys
Turkish Foreign Minister: No military aid for Saudi intervention in Yemen,"Mar 27, 2015",https://www.dailysabah.com/diplomacy/2015/03/27/turkish-foreign-minister-no-military-aid-for-saudi-intervention-in-yemen
Turkish Airlines aircraft makes emergency landing in Morocco due to bomb threat,"Mar 30, 2015",https://www.dailysabah.com/turkey/2015/03/30/turkish-airlines-aircraft-makes-emergency-landing-in-morocco-due-to-bomb-threat
World's best lady golfers to meet in Turkey,"Apr 02, 2015",https://www.dailysabah.com/sports/2015/04/02/worlds-best-lady-golfers-to-meet-in-turkey
Turkish Navy evacuates 55 Turkish citizens from Yemen,"Apr 04, 2015",https://www.dailysabah.com/politics/2015/04/04/turkish-navy-evacuates-55-turkish-citizens-from-yemen
"Turkey evacuates 185 Turkish, 45 foreign nationals from Yemen","Apr 05, 2015",https://www.dailysabah.com/turkey/2015/04/05/turkey-evacuates-185-turkish-45-foreign-nationals-from-yemen
"THY chairman resigns, replaced by İlker Aycı","Apr 06, 2015",https://www.dailysabah.com/business/2015/04/06/thy-chairman-resigns-replaced-by-ilker-ayci
"Hundreds of flights, including Turkish Airlines, cancelled over French air traffic strike","Apr 08, 2015",https://www.dailysabah.com/world/2015/04/08/hundreds-of-flights-including-turkish-airlines-cancelled-over-french-air-traffic-strike
Turkish Airlines agrees to sponsor Gelibolu Games,"Apr 09, 2015",https://www.dailysabah.com/sports/2015/04/09/turkish-airlines-agrees-to-sponsor-gelibolu-games
THY starts non-stop flight to San Francisco,"Apr 14, 2015",https://www.dailysabah.com/business/2015/04/14/thy-starts-nonstop-flight-to-san-francisco
Turkish Airlines plane called back to Istanbul after bomb threat,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkish-airlines-plane-called-back-to-istanbul-after-bomb-threat
Turkey extradites Serb war criminal Dusko Dabetic,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkey-extradites-serb-war-criminal-dusko-dabetic
Greek mafia figure threatens Turkish basketball referee with death,"Apr 23, 2015",https://www.dailysabah.com/basketball/2015/04/23/greek-mafia-figure-threatens-turkish-basketball-referee-with-death
Final four promises exciting basketball,"Apr 24, 2015",https://www.dailysabah.com/basketball/2015/04/24/final-four-promises-exciting-basketball
Commercial flights to begin on May 26 from Turkey's artificial island,"Apr 26, 2015",https://www.dailysabah.com/tourism/2015/04/26/commercial-flights-to-begin-on-may-26-from-turkeys-artificial-island
Turkey's AFAD and other aid organizations on ground in Nepal,"Apr 27, 2015",https://www.dailysabah.com/turkey/2015/04/27/turkeys-afad-and-other-aid-organizations-on-ground-in-nepal
Leyla Erbil: Influences on the modern reader and Turkish literature,"Mar 18, 2015",https://www.dailysabah.com/arts-culture/2015/03/18/leyla-erbil-influences-on-the-modern-reader-and-turkish-literature
Ebola themed photo recieves 'Photo of the Year 2014' in Istanbul Photo Awards,"Mar 18, 2015",https://www.dailysabah.com/life/2015/03/18/ebola-themed-photo-recieves-photo-of-the-year-2014-in-istanbul-photo-awards
Turkish Airlines to recruit 600 pilots,"Mar 23, 2015",https://www.dailysabah.com/business/2015/03/23/turkish-airlines-to-recruit-600-pilots
THY becomes Macedonian basketball sponsor,"Mar 25, 2015",https://www.dailysabah.com/business/2015/03/25/thy-becomes-macedonian-basketball-sponsor
"British MP: Syria-bound teens UK's problem, not Turkey's","Mar 26, 2015",https://www.dailysabah.com/europe/2015/03/26/british-mp-syriabound-teens-uks-problem-not-turkeys
Turkish Foreign Minister: No military aid for Saudi intervention in Yemen,"Mar 27, 2015",https://www.dailysabah.com/diplomacy/2015/03/27/turkish-foreign-minister-no-military-aid-for-saudi-intervention-in-yemen
Turkish Airlines aircraft makes emergency landing in Morocco due to bomb threat,"Mar 30, 2015",https://www.dailysabah.com/turkey/2015/03/30/turkish-airlines-aircraft-makes-emergency-landing-in-morocco-due-to-bomb-threat
World's best lady golfers to meet in Turkey,"Apr 02, 2015",https://www.dailysabah.com/sports/2015/04/02/worlds-best-lady-golfers-to-meet-in-turkey
Turkish Navy evacuates 55 Turkish citizens from Yemen,"Apr 04, 2015",https://www.dailysabah.com/politics/2015/04/04/turkish-navy-evacuates-55-turkish-citizens-from-yemen
"Turkey evacuates 185 Turkish, 45 foreign nationals from Yemen","Apr 05, 2015",https://www.dailysabah.com/turkey/2015/04/05/turkey-evacuates-185-turkish-45-foreign-nationals-from-yemen
"THY chairman resigns, replaced by İlker Aycı","Apr 06, 2015",https://www.dailysabah.com/business/2015/04/06/thy-chairman-resigns-replaced-by-ilker-ayci
"Hundreds of flights, including Turkish Airlines, cancelled over French air traffic strike","Apr 08, 2015",https://www.dailysabah.com/world/2015/04/08/hundreds-of-flights-including-turkish-airlines-cancelled-over-french-air-traffic-strike
Turkish Airlines agrees to sponsor Gelibolu Games,"Apr 09, 2015",https://www.dailysabah.com/sports/2015/04/09/turkish-airlines-agrees-to-sponsor-gelibolu-games
THY starts non-stop flight to San Francisco,"Apr 14, 2015",https://www.dailysabah.com/business/2015/04/14/thy-starts-nonstop-flight-to-san-francisco
Turkish Airlines plane called back to Istanbul after bomb threat,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkish-airlines-plane-called-back-to-istanbul-after-bomb-threat
Turkey extradites Serb war criminal Dusko Dabetic,"Apr 17, 2015",https://www.dailysabah.com/turkey/2015/04/17/turkey-extradites-serb-war-criminal-dusko-dabetic
Greek mafia figure threatens Turkish basketball referee with death,"Apr 23, 2015",https://www.dailysabah.com/basketball/2015/04/23/greek-mafia-figure-threatens-turkish-basketball-referee-with-death
Final four promises exciting basketball,"Apr 24, 2015",https://www.dailysabah.com/basketball/2015/04/24/final-four-promises-exciting-basketball
Commercial flights to begin on May 26 from Turkey's artificial island,"Apr 26, 2015",https://www.dailysabah.com/tourism/2015/04/26/commercial-flights-to-begin-on-may-26-from-turkeys-artificial-island
Turkey's AFAD and other aid organizations on ground in Nepal,"Apr 27, 2015",https://www.dailysabah.com/turkey/2015/04/27/turkeys-afad-and-other-aid-organizations-on-ground-in-nepal
Turkish humanitarian relief effort continues to save lives in Nepal,"Apr 28, 2015",https://www.dailysabah.com/asia/2015/04/28/turkish-humanitarian-relief-effort-continues-to-save-lives-in-nepal
Turkish Airlines launches direct flights to Porto,"Apr 30, 2015",https://www.dailysabah.com/tourism/2015/04/30/turkish-airlines-launches-direct-flights-to-porto
Turkey might join TTIP with new agreement,"May 03, 2015",https://www.dailysabah.com/economy/2015/05/03/turkey-might-join-ttip-with-new-agreement
Turkey: THY among best in economy service,"May 04, 2015",https://www.dailysabah.com/tourism/2015/05/04/turkey-thy-among-best-in-economy-service
Arda Ermut appointed as new president of Turkey’s Investment Agency,"May 07, 2015",https://www.dailysabah.com/business/2015/05/07/arda-ermut-appointed-as-new-president-of-turkeys-investment-agency
Turkish Foreign Minister: No military aid for Saudi intervention in Yemen,"Mar 27, 2015",https://www.dailysabah.com/diplomacy/2015/03/27/turkish-foreign-minister-no-military-aid-for-saudi-intervention-in-yemen
Turkish Airlines aircraft makes emergency landing in Morocco due to bomb threat,"Mar 30, 2015",https://www.dailysabah.com/turkey/2015/03/30/turkish-airlines-aircraft-makes-emergency-landing-in-morocco-due-to-bomb-threat
World's best lady golfers to meet in Turkey,"Apr 02, 2015",https://www.dailysabah.com/sports/2015/04/02/worlds-best-lady-golfers-to-meet-in-turkey
Turkish Navy evacuates 55 Turkish citizens from Yemen,"Apr 04, 2015",https://www.dailysabah.com/politics/2015/04/04/turkish-navy-evacuates-55-turkish-citizens-from-yemen
